"location","year","labor_health_FTE","labor_health_HRS","labor_health_JOB","labor_health_PER","labor_total_FTE","labor_total_HRS","labor_total_JOB","labor_total_PER","labor_health_per_capita","labor_total_per_capita","labor_health_share_PER","labor_health_share_FTE","labor_health_share_JOB"
"GBR",2005,NA,2826.708,NA,1864.529,NA,48249.278,NA,28853.152,30.8630427225928,477.59839769586,0.0646213280268305,NA,NA
"GBR",2006,NA,2827.168,NA,1892.83,NA,48565.806,NA,29140.46,31.118253407204,479.071136173081,0.064955391919002,NA,NA
"GBR",2007,NA,2789.08,NA,1874.101,NA,49025.09,NA,29378.755,30.5631370374598,479.113406937491,0.0637910285851119,NA,NA
"GBR",2008,NA,2899.213,NA,1944.008,NA,48798.583,NA,29627.562,31.4442287784679,479.224281832298,0.0656148487681842,NA,NA
"GBR",2009,NA,3043.851,NA,2017.76,NA,47854.659,NA,29154.259,32.4080885305408,468.258765519346,0.0692097850952069,NA,NA
"GBR",2010,NA,3103.783,NA,2081.774,NA,47643.885,NA,29226.867,33.1703951561504,465.69259082218,0.0712280929734959,NA,NA
"GBR",2011,NA,3073.094,NA,2072.634,NA,48274.746,NA,29374.491,32.7507940270206,464.161981512207,0.0705589758134022,NA,NA
"GBR",2012,NA,3142.562,NA,2079.222,NA,49233.131,NA,29694.318,32.6382858488345,466.122251000706,0.0700208706594979,NA,NA
"GBR",2013,NA,3298.584,NA,2153.11,NA,50113.906,NA,30041.766,33.5867157520357,468.626431223286,0.0716705535886273,NA,NA
"GBR",2014,NA,3359.357,NA,2183.89,NA,51506.658,NA,30752.514,33.8079167763209,476.067216743812,0.0710150070982815,NA,NA
"GBR",2015,NA,3324.126,NA,2199.931,NA,51854.297,NA,31285.038,33.7879127630164,480.495131316234,0.0703189492689764,NA,NA
"GBR",2016,NA,3436.394,NA,2252.996,NA,53094.753,NA,31745.332,34.3193395076773,483.568912990495,0.0709709383414229,NA,NA
"GBR",2017,NA,3503.109,NA,2294.218,NA,53567.553,NA,32060.172,34.7398243488795,485.465960024228,0.0715597533288343,NA,NA
"GBR",2018,NA,3475.927,NA,2317.704,NA,54028.652,NA,32442.967,34.8862664820278,488.334141128304,0.0714393353727481,NA,NA
"GRC",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRC",1995,NA,273.0735,NA,139.069,NA,8772.8135,NA,4156.339,13.1667146997528,393.512068170879,0.0334594940403081,NA,NA
"GRC",1996,NA,285.5929,NA,145.445,NA,8717.435,NA,4132.657,13.7098175188364,389.549130860065,0.0351940652224465,NA,NA
"GRC",1997,NA,284.7422,NA,145.012,NA,8677.186,NA,4116.423,13.6017030549336,386.10848270832,0.0352276721804343,NA,NA
"GRC",1998,NA,306.0582,NA,155.868,NA,9060.5121,NA,4297.27,14.5391577273066,400.843574863491,0.0362714002145548,NA,NA
"GRC",1999,NA,313.2165,NA,159.558,NA,9048.1076,NA,4298.694,14.8264610486907,399.443582592164,0.0371177850761185,NA,NA
"GRC",2000,NA,305.0162,NA,155.368,NA,9089.8018,NA,4312.785,14.3782096200965,399.117751251273,0.036024981537452,NA,NA
"GRC",2001,NA,303.6424,NA,154.718,NA,9094.4914,NA,4328.38,14.243778347299,398.482951711384,0.0357450131457959,NA,NA
"GRC",2002,NA,313.8981,NA,159.943,NA,9281.9228,NA,4434.288,14.6709710736695,406.740594963954,0.0360696012527829,NA,NA
"GRC",2003,NA,318.3508,NA,162.212,NA,9402.6189,NA,4495.681,14.8435806400221,411.387588189007,0.0360817415648486,NA,NA
"GRC",2004,NA,367.7518,NA,187.384,NA,9588.2557,NA,4604.092,17.1046291141446,420.266864126075,0.0406994473611735,NA,NA
"GRC",2005,NA,377.73,NA,185.069,NA,9926.8248,NA,4646.871,16.8438218781013,422.929109761842,0.039826584383341,NA,NA
"GRC",2006,NA,377.405,NA,188.264,NA,10055.6894,NA,4731.335,17.0832383200853,429.325433312587,0.0397908835455532,NA,NA
"GRC",2007,NA,400.0432,NA,202.083,NA,10122.3376,NA,4795.069,18.2905388324695,434.001849481998,0.0421439190968889,NA,NA
"GRC",2008,NA,408.0467,NA,201.736,NA,10228.7571,NA,4856.363,18.2107325212453,438.384460974107,0.0415405520551079,NA,NA
"GRC",2009,NA,392.6587,NA,197.625,NA,10050.1714,NA,4829.003,17.7927949016766,434.770195868848,0.0409245966506958,NA,NA
"GRC",2010,NA,375.464,NA,202.282,NA,9503.0499,NA,4705.483,18.1885652171137,423.102324593983,0.0429885731177862,NA,NA
"GRC",2011,NA,385.2089,NA,198.027,NA,8928.8365,NA,4381.819,17.8322457596784,394.580907060291,0.0451928753789237,NA,NA
"GRC",2012,NA,377.368,NA,191.072,NA,8437.7626,NA,4105.223,17.2993488479897,371.680229315602,0.0465436347794018,NA,NA
"GRC",2013,NA,360.105,NA,187.39,NA,8232.1639,NA,3997.708,17.0894556717905,364.580039782071,0.0468743590077114,NA,NA
"GRC",2014,NA,365.1553,NA,186.822,NA,8153.9336,NA,4034.842,17.1516407495927,370.428324637184,0.0463021848191329,NA,NA
"GRC",2015,NA,364.1709,NA,188.353,NA,8254.6359,NA,4064.038,17.4063050205139,375.570790180986,0.0463462694000401,NA,NA
"GRC",2016,NA,360.1541,NA,191.662,NA,8288.9197,NA,4083.026,17.786024094865,378.900349657001,0.0469411656942669,NA,NA
"GRC",2017,NA,362.6654,NA,193.148,NA,8479.673,NA,4146.05,17.9594021256379,385.510485135756,0.0465860276648858,NA,NA
"GRC",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRV",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HUN",1995,NA,NA,NA,156.519,NA,NA,NA,4009.648,15.1534059801732,388.194557731583,0.0390355961421052,NA,NA
"HUN",1996,NA,NA,NA,153.654,NA,NA,NA,4012.711,14.9016054134334,389.158993323595,0.038291818174795,NA,NA
"HUN",1997,NA,NA,NA,158.116,NA,NA,NA,4018.923,15.3652606883679,390.547443531821,0.0393428786767002,NA,NA
"HUN",1998,NA,NA,NA,165.053,NA,NA,NA,4081.522,16.076742281015,397.554587364621,0.0404390813034941,NA,NA
"HUN",1999,NA,NA,NA,161.609,NA,NA,NA,4195.872,15.7859366468279,409.851985781727,0.0385161892450485,NA,NA
"HUN",2000,NA,NA,NA,167.95,NA,NA,NA,4236.994,16.4479950045887,414.945258389236,0.0396389515774627,NA,NA
"HUN",2001,NA,NA,NA,163.984,NA,NA,NA,4230.294,16.0964688754224,415.240485077117,0.0387642088233111,NA,NA
"HUN",2002,NA,NA,NA,164.734,NA,NA,NA,4226.921,16.2161981247824,416.092539450287,0.0389725760192821,NA,NA
"HUN",2003,NA,NA,NA,181.831,NA,NA,NA,4226.892,17.9505470725655,417.283212525095,0.0430176593109074,NA,NA
"HUN",2004,NA,NA,NA,183.031,NA,NA,NA,4186.437,18.1090685738585,414.205652119797,0.0437199938754602,NA,NA
"HUN",2005,NA,NA,NA,178.102,NA,NA,NA,4174.187,17.6564739099034,413.81581262736,0.0426674703361397,NA,NA
"HUN",2006,NA,NA,NA,181.852,NA,NA,NA,4192.216,18.05633195881,416.250817912558,0.0433784900396354,NA,NA
"HUN",2007,NA,NA,NA,173.455,NA,NA,NA,4197.974,17.2492834966557,417.468759260843,0.0413187408973948,NA,NA
"HUN",2008,NA,NA,NA,168.715,NA,NA,NA,4115.474,16.8073162208159,409.981761648616,0.0409952778221901,NA,NA
"HUN",2009,NA,NA,NA,169.247,NA,NA,NA,4012.917,16.8864521857992,400.384828363756,0.0421755545903391,NA,NA
"HUN",2010,NA,299.739,NA,170.439,NA,7053.31,NA,3969.251,17.0438607991202,396.92418707437,0.0429398392795013,NA,NA
"HUN",2011,NA,316.353,NA,180.126,NA,7025.343,NA,3969.417,18.0636714182007,398.067155268089,0.0453784523016856,NA,NA
"HUN",2012,NA,316.508,NA,180.263,NA,6957.49,NA,3975.802,18.1710102917615,400.77186699437,0.0453400345389433,NA,NA
"HUN",2013,NA,311.11,NA,177.58,NA,7012.204,NA,4019.461,17.9499169217439,406.290072193883,0.0441800529971556,NA,NA
"HUN",2014,NA,316.76,NA,180.196,NA,7381.235,NA,4213.645,18.2634758456623,427.067213920929,0.0427648745919507,NA,NA
"HUN",2015,NA,322.19,NA,182.614,NA,7546.59,NA,4315.552,18.552624253431,438.437440186089,0.0423153283751418,NA,NA
"HUN",2016,NA,327.092,NA,183.289,NA,7827.347,NA,4447.266,18.6762350159562,453.154226355492,0.0412138603807373,NA,NA
"HUN",2017,NA,315.121,NA,184.207,NA,7900.039,NA,4536.81,18.8197425287338,463.508966009894,0.040602758325784,NA,NA
"HUN",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDN",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL",1995,NA,141.7964,NA,79.782108,NA,2604.4388,NA,1327.435,22.1536967206287,368.598839308028,0.0601024592541254,NA,NA
"IRL",1996,NA,147.4708,NA,86.640517,NA,2688.9728,NA,1376.42,23.8935818096578,379.586883980034,0.0629462787521251,NA,NA
"IRL",1997,NA,153.5559,NA,86.519129,NA,2794.9081,NA,1430.205,23.6113661545179,390.307835057173,0.0604942151649589,NA,NA
"IRL",1998,NA,156.7106,NA,85.620472,NA,2977.4486,NA,1524.4,23.0524023287052,410.428502541754,0.0561666701653109,NA,NA
"IRL",1999,NA,165.0914,NA,90.355733,NA,3151.773,NA,1623.05,24.0643934026997,432.266026907798,0.0556703323988787,NA,NA
"IRL",2000,NA,176.2633,NA,96.883185,NA,3277.5135,NA,1695.8,25.4671054568472,445.764839726537,0.057131256634037,NA,NA
"IRL",2001,NA,189.0481,NA,104.664668,NA,3363.445,NA,1748.575,27.0884683999649,452.552131847097,0.0598571225140472,NA,NA
"IRL",2002,NA,201.1787,NA,111.906388,NA,3382.1471,NA,1776.075,28.4615606472588,451.715645818004,0.0630076928057655,NA,NA
"IRL",2003,NA,211.8663,NA,119.134953,NA,3413.2905,NA,1809.05,29.806212133949,452.603763237481,0.0658549807910229,NA,NA
"IRL",2004,NA,218.4701,NA,124.347021,NA,3507.5355,NA,1870.425,30.5721796089126,459.866015165738,0.0664806239223706,NA,NA
"IRL",2005,NA,226.7863,NA,127.903703,NA,3695.3912,NA,1961.541264,30.7461859246642,471.5259291738,0.0652057162127587,NA,NA
"IRL",2006,NA,234.2907,NA,133.287227,NA,3857.2031,NA,2051.944557,31.2160792969081,480.568659472306,0.0649565440475983,NA,NA
"IRL",2007,NA,243.0654,NA,139.228045,NA,3996.0651,NA,2141.634483,31.6414215045147,486.714866858946,0.0650101808245866,NA,NA
"IRL",2008,NA,250.4387,NA,144.201573,NA,3926.1163,NA,2128.321435,32.0730325233016,473.377101127704,0.0677536628765852,NA,NA
"IRL",2009,NA,251.8238,NA,145.773083,NA,3555.3014,NA,1960.869543,32.1146566148471,431.990946092271,0.0743410409531768,NA,NA
"IRL",2010,NA,266.6409,NA,157.869508,NA,3239.7158,NA,1882.487307,34.6222600311551,412.847077779598,0.0838621898872649,NA,NA
"IRL",2011,NA,258.7406,NA,154.39318,NA,3198.5002,NA,1841.887498,33.7210581803497,402.287170208663,0.0838233497798572,NA,NA
"IRL",2012,NA,251.33,NA,148.982564,NA,3183.4493,NA,1831.816759,32.4055694509789,398.443036631062,0.0813304951316913,NA,NA
"IRL",2013,NA,235.5772,NA,141.339616,NA,3287.8933,NA,1885.828241,30.5926991171513,408.1840434853,0.0749482974785931,NA,NA
"IRL",2014,NA,238.1729,NA,141.215734,NA,3402.9286,NA,1936.751645,30.3529239054014,416.285591125037,0.0729137028821266,NA,NA
"IRL",2015,NA,247.6175,NA,143.383197,NA,3553.2445,NA,2006.822411,30.5345507839078,427.368214024157,0.0714478751154429,NA,NA
"IRL",2016,NA,248.9748,NA,144.313877,NA,3669.3665,NA,2081.412293,30.3883047651776,438.2848858095,0.0693345943450715,NA,NA
"IRL",2017,NA,258.3453,NA,150.752109,NA,3805.312,NA,2144.137256,31.3918175014587,446.483739994844,0.0703089825887527,NA,NA
"IRL",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
