"location","year","labor_health_FTE","labor_health_HRS","labor_health_JOB","labor_health_PER","labor_total_FTE","labor_total_HRS","labor_total_JOB","labor_total_PER","labor_health_per_capita","labor_total_per_capita","labor_health_share_PER","labor_health_share_FTE","labor_health_share_JOB"
"LUX",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1995,NA,9.8712,NA,8.363,NA,344.1641,NA,216.104,20.4218679794487,527.71103166696,0.0386989597601155,NA,NA
"LUX",1996,NA,10.8219,NA,8.574,NA,354.6546,NA,221.723,20.6870593685308,534.965811099691,0.0386698718671495,NA,NA
"LUX",1997,NA,11.072,NA,8.857,NA,366.3341,NA,229.239,21.0956293914493,546.002143622722,0.038636532178207,NA,NA
"LUX",1998,NA,11.3266,NA,9.178,NA,381.2639,NA,239.291,21.5853902327168,562.779430614189,0.0383549736513283,NA,NA
"LUX",1999,NA,11.3175,NA,9.374,NA,399.1494,NA,250.757,21.7323769294613,581.346878781837,0.0373828048668631,NA,NA
"LUX",2000,NA,13.5852,NA,10.053,NA,423.0648,NA,264.046,23.0058927856285,604.258824875565,0.0380729115381411,NA,NA
"LUX",2001,NA,13.2422,NA,10.303,NA,442.6218,NA,279.132,23.3172347927634,631.717595086249,0.0369108522132898,NA,NA
"LUX",2002,NA,13.7388,NA,10.722,NA,453.9715,NA,287.199,24.0053733348259,643.006828613008,0.037332999070331,NA,NA
"LUX",2003,NA,14.6552,NA,11.368,NA,461.8381,NA,292.504,25.1358725694398,646.75785274907,0.0388644257856303,NA,NA
"LUX",2004,NA,15.4024,NA,11.764,NA,472.4013,NA,299.391,25.6569075618523,652.962190738737,0.0392930983229289,NA,NA
"LUX",2005,NA,15.8731,NA,12.216,NA,476.8707,NA,307.689,26.231479493236,660.702168778183,0.0397024268010881,NA,NA
"LUX",2006,NA,16.4071,NA,12.709,NA,495.9212,NA,319.482,26.8731828514035,675.544748110166,0.0397800189056034,NA,NA
"LUX",2007,NA,17.109,NA,13.284,NA,522.4382,NA,333.549,27.6346993967131,693.881838984814,0.0398262324276193,NA,NA
"LUX",2008,NA,17.5905,NA,13.72,NA,547.5929,NA,349.456,28.0443558689764,714.305278757218,0.0392610228469392,NA,NA
"LUX",2009,NA,17.28,NA,14.082,NA,535.4957,NA,353.12,28.264735517384,708.766042174309,0.0398787947439964,NA,NA
"LUX",2010,NA,17.7108,NA,14.868,NA,545.2719,NA,359.556,29.2943582549484,708.431683933026,0.0413509995661316,NA,NA
"LUX",2011,NA,18.0059,NA,15.14,NA,560.8182,NA,370.164,29.1476151513693,712.641863599172,0.0409007899201435,NA,NA
"LUX",2012,NA,18.5546,NA,15.505,NA,571.7759,NA,379.136,29.1721542803387,713.332079021637,0.0408956152937205,NA,NA
"LUX",2013,NA,20.3231,NA,16.44,NA,580.1395,NA,386.065,30.1471599504882,707.953972401779,0.0425835027780296,NA,NA
"LUX",2014,NA,21.0541,NA,17.097,NA,596.3626,NA,395.95,30.621949581337,709.174763802445,0.0431796944058593,NA,NA
"LUX",2015,NA,21.6794,NA,17.585,NA,614.7338,NA,406.12,30.8833860203723,713.24200913242,0.0433000098493056,NA,NA
"LUX",2016,NA,22.0742,NA,17.834,NA,632.7672,NA,418.387,30.5311363150011,716.262786218703,0.0426256073921991,NA,NA
"LUX",2017,NA,22.9225,NA,18.473,NA,651.5266,NA,432.711,30.9442925678754,724.838184449626,0.0426913112909078,NA,NA
"LUX",2018,NA,23.4429,NA,18.82,NA,675.7345,NA,448.782,30.9129673492048,737.151079325762,0.0419357282600461,NA,NA
"LVA",1995,NA,NA,NA,43.176,NA,1837.97,NA,930.19,17.3742563547864,374.313496355817,0.0464163235468023,NA,NA
"LVA",1996,NA,NA,NA,43.415,NA,1848.174,NA,935.355,17.668326264375,380.655471910963,0.0464155320707111,NA,NA
"LVA",1997,NA,NA,NA,45.348,NA,1930.451,NA,976.994,18.6398591611241,401.583985209123,0.0464158428813278,NA,NA
"LVA",1998,NA,NA,NA,45.18,NA,1923.306,NA,973.378,18.7467401709281,403.888102126996,0.0464156781846312,NA,NA
"LVA",1999,NA,NA,NA,44.37,NA,1888.803,NA,955.917,18.5609705082619,399.881614724953,0.046416163746434,NA,NA
"LVA",2000,NA,NA,NA,42.87,NA,1825.021,NA,923.689,18.1068443195742,390.13512765811,0.0464117251585761,NA,NA
"LVA",2001,NA,NA,NA,40.814,NA,1865.334,NA,938.696,17.4590409376738,401.546819523463,0.043479465130351,NA,NA
"LVA",2002,NA,NA,NA,39.647,NA,1845.476,NA,952.321,17.1604176811124,412.193258670129,0.0416319707325576,NA,NA
"LVA",2003,NA,NA,NA,39.44,NA,1847.31,NA,958.281,17.2370992724056,418.813000199293,0.0411570301404285,NA,NA
"LVA",2004,NA,NA,NA,38.701,NA,1804.423,NA,960.618,17.1016349977905,424.488731771984,0.0402876065199694,NA,NA
"LVA",2005,NA,NA,NA,39.512,NA,1846.728,NA,969.15,17.6491345616974,432.897822445561,0.0407697466852396,NA,NA
"LVA",2006,NA,NA,NA,40.208,NA,1954.401,NA,1024.945,18.1226261040996,461.965156492897,0.0392294220665499,NA,NA
"LVA",2007,NA,NA,NA,38.864,NA,1998.546,NA,1064.074,17.6572278824639,483.444758691973,0.0365237756020728,NA,NA
"LVA",2008,NA,NA,NA,40.888,NA,2112.513,NA,1055.068,18.7755570606941,484.481741266689,0.0387539002225449,NA,NA
"LVA",2009,NA,NA,NA,41.421,NA,1764.264,NA,903.72,19.337643348142,421.907125530115,0.0458338866020449,NA,NA
"LVA",2010,NA,NA,NA,37.869,NA,1632.306,NA,843.505,18.0561754036642,402.188445268366,0.0448948139015181,NA,NA
"LVA",2011,NA,NA,NA,37.754,NA,1671.254,NA,856.224,18.33764404454,415.879931514335,0.0440936016743282,NA,NA
"LVA",2012,NA,NA,NA,39.061,NA,1680.177,NA,868.633,19.2073365623387,427.130037125366,0.0449683583285461,NA,NA
"LVA",2013,NA,NA,NA,37.736,NA,1713.053,NA,888.627,18.7478916322579,441.485125543207,0.0424655114012966,NA,NA
"LVA",2014,NA,NA,NA,36.243,NA,1699.326,NA,876.632,18.1737495298985,439.579791901717,0.0413434599695197,NA,NA
"LVA",2015,NA,NA,NA,36.751,NA,1690.6483,NA,889,18.5863340806438,449.600038031409,0.0413397075365579,NA,NA
"LVA",2016,NA,NA,NA,37.419,NA,1686.1729,NA,886.298,19.0977769021986,452.34563919038,0.0422194340955299,NA,NA
"LVA",2017,NA,NA,NA,36.985,NA,1671.4271,NA,885.986,19.0530110042279,456.420197582583,0.0417444519439359,NA,NA
"LVA",2018,NA,NA,NA,NA,NA,1710.0735,NA,900.227,NA,467.346917585983,NA,NA,NA
"MAR",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAR",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAR",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAR",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAR",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAR",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAR",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAR",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAR",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDG",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDG",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDG",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDG",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDG",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDG",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDG",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDG",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDG",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEX",1993,NA,NA,NA,693.33,NA,NA,NA,27333.693,7.56902217224703,298.399504372223,0.0253653979358003,NA,NA
"MEX",1994,NA,NA,NA,712.873,NA,NA,NA,27733.395,7.66077051206276,298.032292730106,0.025704498133027,NA,NA
"MEX",1995,NA,NA,NA,729.967,NA,NA,NA,26570.412,7.72533601439306,281.198137369034,0.0274729274051151,NA,NA
"MEX",1996,NA,NA,NA,725.87,NA,NA,NA,27985.429,7.57084597974488,291.888868028829,0.0259374262227676,NA,NA
"MEX",1997,NA,NA,NA,714.129,NA,NA,NA,29249.132,7.34662825986318,300.901517411656,0.0244153911986175,NA,NA
"MEX",1998,NA,NA,NA,759.934,NA,NA,NA,30697.933,7.71624105193684,311.701609382139,0.0247552172323785,NA,NA
"MEX",1999,NA,NA,NA,778.376,NA,NA,NA,31437.163,7.80671173249353,315.298607907247,0.0247597405656484,NA,NA
"MEX",2000,NA,NA,NA,795.424,NA,NA,NA,32385.300208,7.88360291785601,320.977047732318,0.0245612668368444,NA,NA
"MEX",2001,NA,NA,NA,808.508,NA,NA,NA,32020.508019,7.91707957149292,313.551516999275,0.0252496930879503,NA,NA
"MEX",2002,NA,NA,NA,809.403,NA,NA,NA,31534.151973,7.82651956139163,304.919375476223,0.0256675048909837,NA,NA
"MEX",2003,NA,NA,827.223,840.022,NA,NA,34244.084,31445.957,8.02160045836517,300.286067608862,0.0267131955945879,NA,0.024156668930026
"MEX",2004,NA,NA,831.763,844.399,NA,NA,35608.455,32418.89,7.96963719420115,305.977140591966,0.0260465117713777,NA,0.0233585815503649
"MEX",2005,NA,NA,838.153,850.59,NA,NA,35847.43,32801.447,7.94943925233645,306.555579439252,0.0259314779619326,NA,0.0233811182558973
"MEX",2006,NA,NA,841.575,854.048,NA,NA,37233.966,33873.602,7.88988045747649,312.931674149622,0.0252127895935012,NA,0.0226023464704243
"MEX",2007,NA,NA,875.381,888.07,NA,NA,37917.306,34617.41,8.1022370629881,315.829227793592,0.0256538545200233,NA,0.0230865821532785
"MEX",2008,NA,NA,886.443,899.206,NA,NA,38486.251,35113.45,8.09329913145223,316.038432113766,0.0256085915795799,NA,0.0230327188792694
"MEX",2009,NA,NA,898.725,915.088,NA,NA,37096.912,34106.3,8.12227508343393,302.725804161045,0.0268304682712578,NA,0.0242264100041534
"MEX",2010,NA,NA,917.829,941.988,NA,NA,37636.192,34529.666,8.25472549620996,302.586566183236,0.02728054189693,NA,0.0243868720831268
"MEX",2011,NA,NA,930.44,959.854,NA,NA,38171.733,35381.667,8.30963284881959,306.305607258183,0.0271285691541894,NA,0.0243751050024373
"MEX",2012,NA,NA,939.876,974.504,NA,NA,39261.219,36395.597,8.33728878812508,311.379535440818,0.026775326696798,NA,0.0239390427485199
"MEX",2013,NA,NA,949.361,996.988,NA,NA,39021.083,36615.312,8.4326857200856,309.698229706756,0.0272287178653564,NA,0.0243294374992104
"MEX",2014,NA,NA,962.173,1003.19,NA,NA,39435.933,36981.455,8.3913843580092,309.338812212463,0.0271268396551731,NA,0.0243983830685583
"MEX",2015,NA,NA,969.488,1014.694,NA,NA,39908.608,37561.593,8.39658739221819,310.821980040713,0.0270141364877682,NA,0.0242927039700307
"MEX",2016,NA,NA,NA,1027.043,NA,NA,NA,38224.905,8.4103196115201,313.018703374632,0.0268684251798664,NA,NA
"MEX",2017,NA,NA,NA,1044.296,NA,NA,NA,38638.43,8.46516001426672,313.206689147563,0.0270273921585323,NA,NA
"MEX",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1995,NA,439.126,359,335,NA,10767.965,8021,7268,21.6702244647131,470.146840028462,0.0460924600990644,NA,0.0447575115322279
"NLD",1996,NA,453.238,371,345,NA,11103.662,8206,7420,22.2150676110753,477.784932388925,0.0464959568733154,NA,0.0452108213502315
"NLD",1997,NA,471.624,387,359,NA,11334.086,8421,7648,22.9966049580424,489.910960220357,0.0469403765690377,NA,0.0459565372283577
"NLD",1998,NA,488.529,407,376,NA,11578.392,8645,7830,23.9383714267524,498.503851785828,0.0480204342273308,NA,0.0470792365529208
"NLD",1999,NA,497.874,417,385,NA,11898.637,8888,8055,24.3485960030357,509.423222868707,0.047796399751707,NA,0.0469171917191719
"NLD",2000,NA,498.889,425,392,NA,12009.696,9027,8203,24.6138390054,515.069697350245,0.0477873948555407,NA,0.0470809792843691
"NLD",2001,NA,525.007,444,413,NA,12166.261,9152,8367,25.738501807304,521.438364701483,0.0493605832436955,NA,0.048513986013986
"NLD",2002,NA,554.405,459,426,NA,12104.346,9204,8427,26.3793423741408,521.827976964518,0.0505517977928088,NA,0.0498696219035202
"NLD",2003,NA,581.591,479,446,NA,11965.197,9141,8380,27.4884437596302,516.486902927581,0.0532219570405728,NA,0.0524012690077672
"NLD",2004,NA,600.114,494,455,NA,11995.812,9089,8285,27.944969905417,508.844122343692,0.0549185274592637,NA,0.0543514137968973
"NLD",2005,NA,619.458,514,471,NA,11956.323,9175,8340,28.8602941176471,511.029411764706,0.0564748201438849,NA,0.0560217983651226
"NLD",2006,NA,633.017,526,481,NA,12188.84,9395,8521,29.4261593050288,521.289612137526,0.0564487736181199,NA,0.0559872272485365
"NLD",2007,NA,649.178,543,494,NA,12536.697,9696,8772,30.1550482236601,535.465755097058,0.0563155494756042,NA,0.0560024752475248
"NLD",2008,NA,668.676,561,507,NA,12735.668,9876,8915,30.82816490332,542.077100814788,0.0568704430734717,NA,0.0568043742405832
"NLD",2009,NA,681.112,570,515,NA,12551.796,9814,8839,31.1554748941319,534.724742891712,0.058264509559905,NA,0.0580802934583248
"NLD",2010,NA,690.938,584,526,NA,12462.962,9782,8779,31.6581402347277,528.377971712308,0.0599157079394008,NA,0.0597014925373134
"NLD",2011,NA,715.577,609,546,NA,12575.696,9918,8855,32.7083208530522,530.461870245013,0.0616600790513834,NA,0.0614035087719298
"NLD",2012,NA,725.288,616,552,NA,12464.675,9889,8837,32.9453894359893,527.424649358401,0.0624646373203576,NA,0.0622914349276974
"NLD",2013,NA,732.148,618,555,NA,12354.566,9756,8733,33.0278505117829,519.697691025946,0.0635520439711439,NA,0.0633456334563346
"NLD",2014,NA,738.607,623,558,NA,12438.319,9757,8725,33.0862733471687,517.343611028758,0.0639541547277937,NA,0.0638515937275802
"NLD",2015,NA,734.935,621,557,NA,12558.566,9881,8808,32.8807556080283,519.952774498229,0.0632379654859219,NA,0.0628478898896873
"NLD",2016,NA,742.788,628,561,NA,12853.858,10036,8943,32.9418672930123,525.132119788608,0.0627306273062731,NA,0.0625747309685133
"NLD",2017,NA,751.478,637,570,NA,13115.34,10250,9142,33.2730138345689,533.6524429397,0.062349595274557,NA,0.0621463414634146
"NLD",2018,NA,763.923,650,581,NA,13407.608,10502,9367,33.7163416898793,543.581708449397,0.0620262624105904,NA,0.061892972767092
"NOR",1970,NA,116.66,NA,68,NA,3010.79,NA,1641,17.5393345370132,423.265411400567,0.0414381474710542,NA,NA
"NOR",1971,NA,121.56,NA,72,NA,3000.3,NA,1654,18.4473481936972,423.776582116321,0.0435308343409915,NA,NA
"NOR",1972,NA,128.78,NA,80,NA,2979.67,NA,1673,20.3407068395627,425.375031782354,0.0478182904961148,NA,NA
"NOR",1973,NA,134.17,NA,84,NA,2976.73,NA,1685,21.2121212121212,425.505050505051,0.0498516320474777,NA,NA
"NOR",1974,NA,140.68,NA,90,NA,2979.74,NA,1708,22.5846925972396,428.607277289837,0.0526932084309134,NA,NA
"NOR",1975,NA,152.97,NA,99,NA,2999.96,NA,1736,24.7067631644622,433.241826803095,0.0570276497695853,NA,NA
"NOR",1976,NA,161.97,NA,110,NA,3004.29,NA,1794,27.3224043715847,445.603576751118,0.0613154960981048,NA,NA
"NOR",1977,NA,168.18,NA,118,NA,3021.01,NA,1844,29.1862478357655,456.096957704675,0.0639913232104121,NA,NA
"NOR",1978,NA,173.33,NA,126,NA,3004.89,NA,1876,31.0421286031042,462.182803646218,0.0671641791044776,NA,NA
"NOR",1979,NA,183.9,NA,133,NA,3005.31,NA,1902,32.6540633439725,466.977657746133,0.0699263932702418,NA,NA
"NOR",1980,NA,196.42,NA,142,NA,3077.57,NA,1948,34.7528144884973,476.749877630935,0.0728952772073922,NA,NA
"NOR",1981,NA,200.17,NA,148,NA,3098.17,NA,1973,36.0975609756098,481.219512195122,0.0750126710593006,NA,NA
"NOR",1982,NA,199.62,NA,148,NA,3076.8,NA,1974,35.9659781287971,479.708383961118,0.0749746707193516,NA,NA
"NOR",1983,NA,204.93,NA,154,NA,3059.27,NA,1970,37.3062015503876,477.228682170543,0.0781725888324873,NA,NA
"NOR",1984,NA,207.96,NA,156,NA,3072.27,NA,1984,37.6811594202899,479.227053140097,0.0786290322580645,NA,NA
"NOR",1985,NA,211.52,NA,159,NA,3145.29,NA,2039,38.2855766915483,490.970382855767,0.0779794016674841,NA,NA
"NOR",1986,NA,214.08,NA,163,NA,3239.78,NA,2106,39.116870650348,505.399568034557,0.0773979107312441,NA,NA
"NOR",1987,NA,217.32,NA,171,NA,3246.51,NA,2149,40.8406973967041,513.255314067351,0.0795718939041415,NA,NA
"NOR",1988,NA,166.98,NA,128,NA,3234.31,NA,2137,30.4110239961986,507.721549061535,0.0598970519419747,NA,NA
"NOR",1989,NA,162.62,NA,125,NA,3136.23,NA,2076,29.5718003312042,491.128459900639,0.0602119460500963,NA,NA
"NOR",1990,NA,167.62,NA,128,NA,3091.94,NA,2058,30.1815609526055,485.262909691111,0.0621963070942663,NA,NA
"NOR",1991,NA,165.53,NA,128,NA,3058.23,NA,2038,30.0328484279681,478.179258564054,0.0628066732090285,NA,NA
"NOR",1992,NA,166.21,NA,127,NA,3071.81,NA,2034,29.6313579094727,474.568362109193,0.0624385447394297,NA,NA
"NOR",1993,NA,168.28,NA,129,NA,3086.9,NA,2049,29.9165120593692,475.185528756957,0.0629575402635432,NA,NA
"NOR",1994,NA,168.14,NA,129,NA,3125.08,NA,2077,29.7440627161632,478.902467143187,0.0621088107847858,NA,NA
"NOR",1995,NA,169.84,NA,132,NA,3153.59,NA,2120,30.2821748107364,486.350080293645,0.0622641509433962,NA,NA
"NOR",1996,NA,175.13,NA,136,NA,3206.05,NA,2163,31.0431408354257,493.722894316366,0.0628756356911697,NA,NA
"NOR",1997,NA,181.88,NA,142,NA,3288.87,NA,2226,32.2360953461975,505.33484676504,0.0637915543575921,NA,NA
"NOR",1998,NA,185.19,NA,145,NA,3372.24,NA,2285,32.7239900699616,515.684946964568,0.0634573304157549,NA,NA
"NOR",1999,NA,189.19,NA,149,NA,3400.73,NA,2306,33.3930972658001,516.808606006275,0.0646140503035559,NA,NA
"NOR",2000,NA,189.51,NA,151,NA,3378.84,NA,2320,33.6228011578713,516.588733021599,0.0650862068965517,NA,NA
"NOR",2001,NA,207.13,NA,171,NA,3324.57,NA,2335,37.8821444395215,517.279574656624,0.0732334047109208,NA,NA
"NOR",2002,NA,206.82,NA,166,NA,3267.95,NA,2323,36.5799911855443,511.899515204936,0.071459319845028,NA,NA
"NOR",2003,NA,212.67,NA,168,NA,3179.04,NA,2288,36.8017524644031,501.204819277108,0.0734265734265734,NA,NA
"NOR",2004,NA,223.87,NA,173,NA,3222.94,NA,2294,37.6742160278746,499.564459930314,0.0754141238012206,NA,NA
"NOR",2005,NA,232.11,NA,175,NA,3259.55,NA,2318,37.8542072247458,501.406013411205,0.0754961173425367,NA,NA
"NOR",2006,NA,241.39,NA,180,NA,3347.93,NA,2392,38.6183222484445,513.194593434885,0.0752508361204013,NA,NA
"NOR",2007,NA,252.4,NA,183,NA,3492.4,NA,2485,38.8617540879168,527.712890210236,0.0736418511066398,NA,NA
"NOR",2008,NA,263.21,NA,186,NA,3606.8,NA,2564,39.010067114094,537.751677852349,0.0725429017160686,NA,NA
"NOR",2009,NA,267.19,NA,188,NA,3543.5,NA,2555,38.9314557879478,529.095050735142,0.0735812133072407,NA,NA
"NOR",2010,NA,267.23,NA,190,NA,3554.02,NA,2547,38.8627531192473,520.965432603804,0.0745975657636435,NA,NA
"NOR",2011,NA,272.48,NA,192,NA,3617.6,NA,2584,38.7643852210781,521.70401776701,0.0743034055727554,NA,NA
"NOR",2012,NA,274.87,NA,195,NA,3682.33,NA,2637,38.8523610280932,525.403466826061,0.0739476678043231,NA,NA
"NOR",2013,NA,277.27,NA,199,NA,3697.49,NA,2666,39.1732283464567,524.803149606299,0.0746436609152288,NA,NA
"NOR",2014,NA,285.23,NA,204,NA,3743.32,NA,2694,39.7118941016157,524.430601518396,0.0757238307349666,NA,NA
"NOR",2015,NA,299.85,NA,215,NA,3767.6,NA,2707,41.4178385667501,521.479483721826,0.0794237162910972,NA,NA
"NOR",2016,NA,306.142,NA,219,NA,3786.388,NA,2715,41.8258212375859,518.525592055004,0.0806629834254144,NA,NA
"NOR",2017,NA,312.129,NA,225,NA,3792.635,NA,2747,42.6378624218306,520.560924767861,0.0819075354932654,NA,NA
"NOR",2018,NA,NA,NA,NA,NA,3859.607,NA,2792,NA,525.404591644712,NA,NA,NA
"NZL",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
