"location","year","hospital_employment","hospital_hc_assistants","hospital_hc_other","hospital_non_hc_staff","pa_caring","pa_dentists","pa_midwives","pa_nurses_all","pa_nurses_assoc","pa_nurses_pro","pa_pharmacists","pa_physicians","prac_physiotherapists","total_hns","pa_usually_mentioned"
"CRI",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.005,NA
"CRI",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.805,NA
"CRI",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.096,NA
"CRI",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.7625,NA
"CRI",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.09725,NA
"CRI",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.05725,NA
"CRI",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.152,NA
"CRI",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.05725,NA
"CRI",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.73775,NA
"CRI",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.1075,NA
"CRI",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.60225,NA
"CZE",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.039,NA,NA
"CZE",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.724,NA,NA
"CZE",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.813,NA,NA
"CZE",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.835,NA,NA
"CZE",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.036,NA,NA
"CZE",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.145,NA,NA
"CZE",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.192,NA,NA
"CZE",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.214,NA,NA
"CZE",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.223,NA,NA
"CZE",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.673,NA,NA
"CZE",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.004,NA,NA
"CZE",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.248,284.53,NA
"CZE",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.467,270.43,NA
"CZE",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.504,258.027,NA
"CZE",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.643,247.729,NA
"CZE",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.809,250.628,NA
"CZE",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14,255.486,NA
"CZE",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.199,258.598,NA
"CZE",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.551,265.879,NA
"CZE",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.725,273.473,NA
"CZE",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.73,262.365,NA
"CZE",2005,134.564,2.694,27.734,28.682,NA,NA,NA,NA,NA,NA,NA,NA,6.943,272.186,NA
"CZE",2006,134.187,2.667,28.07,27.862,NA,NA,NA,NA,NA,NA,NA,NA,7.092,280.348,NA
"CZE",2007,134.66,2.687,28.365,27.339,NA,NA,NA,NA,NA,NA,NA,NA,7,283.771,NA
"CZE",2008,135.242,2.729,29.194,27.531,NA,NA,NA,NA,NA,NA,NA,NA,7.005,295.923,NA
"CZE",2009,139.601,2.873,31.365,27.662,NA,NA,NA,NA,NA,NA,NA,NA,7.203,300.193,NA
"CZE",2010,140.8,2.929,32.298,27.275,NA,NA,NA,NA,NA,NA,NA,NA,7.577,298.508,NA
"CZE",2011,140.416,2.96,32.526,26.786,NA,NA,NA,NA,NA,NA,NA,NA,7.66,306.41,NA
"CZE",2012,140.807,2.833,33.096,26.478,NA,NA,NA,NA,NA,NA,NA,NA,7.916,310.43,NA
"CZE",2013,140.177,2.869,33.336,26.131,NA,NA,NA,NA,NA,NA,NA,NA,8.133,312.427,NA
"CZE",2014,140.351,2.894,34.269,24.942,NA,NA,NA,NA,NA,NA,NA,NA,8.292,319.593,NA
"CZE",2015,144.547,2.989,37.388,25.753,NA,NA,NA,NA,NA,NA,NA,NA,8.58,322.47,NA
"CZE",2016,151.519,3.266,39.884,27.398,NA,NA,NA,NA,NA,NA,NA,NA,8.79,330.392,NA
"CZE",2017,153.559,3.395,40.975,27.084,NA,NA,NA,NA,NA,NA,NA,NA,9.075,342.959,NA
"DEU",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.59,NA,NA,NA
"DEU",1992,NA,NA,NA,NA,NA,57.056,NA,NA,NA,NA,NA,251.163,NA,NA,NA
"DEU",1993,NA,NA,NA,NA,NA,58.968,NA,NA,NA,NA,47.363,259.207,NA,NA,NA
"DEU",1994,NA,NA,NA,NA,NA,60.055,NA,NA,NA,NA,48.392,266.342,NA,NA,NA
"DEU",1995,NA,NA,NA,NA,NA,61.496,NA,NA,NA,NA,49.429,273,NA,3605,NA
"DEU",1996,NA,NA,NA,NA,NA,62.35,NA,NA,NA,NA,50.372,278.389,NA,3755,NA
"DEU",1997,NA,NA,NA,NA,NA,63.021,NA,NA,NA,NA,52.076,281.74,NA,3833,NA
"DEU",1998,NA,NA,NA,NA,NA,63.325,NA,NA,NA,NA,52.221,285.984,NA,3913,NA
"DEU",1999,NA,NA,NA,NA,NA,63.642,NA,NA,NA,NA,53.001,290.093,NA,4020,NA
"DEU",2000,1219,NA,242,403,NA,64.486,17,998,164,834,53.223,293.552,78,4138,1291.552
"DEU",2001,1222,NA,242,401,NA,64.898,17,1013,168,845,53.199,296.724,84,4147,1309.724
"DEU",2002,1233,NA,245,404,NA,65.22,18,1026,170,855,54.083,299.826,91,4269,1325.826
"DEU",2003,1214,NA,243,388,NA,65.797,19,1054,176,878,53.803,302.849,99,4317,1356.849
"DEU",2004,1187,NA,241,367,NA,66.233,19,1070,180,890,54.18,305.127,104,4389,1375.127
"DEU",2005,1178,NA,239,360,NA,66.481,20,1084,182,902,54.508,306.253,110,4449,1390.253
"DEU",2006,1180,NA,241,359,NA,66.736,20,1099,186,913,55.452,309.873,117,4466,1408.873
"DEU",2007,1184,NA,249,350,NA,67.253,20,1112,188,923,56.719,313.501,125,4522,1425.501
"DEU",2008,1197,NA,252,354,NA,67.794,21,1133,193,939,57.479,318.252,131,4608,1451.252
"DEU",2009,1217,NA,259,354,NA,68.641,21,1170,205,964,57.832,324.471,139,4762,1494.471
"DEU",2010,1234,NA,265,355,NA,69.311,22,1181,212,969,58.932,332.108,148,4882,1513.108
"DEU",2011,1249,NA,269,351,NA,70.021,22,1194,217,977,59.291,340.544,154,4986,1534.544
"DEU",2012,1267,NA,273,360,NA,70.93,22,1205,223,983,59.739,347.151,162,5106,1552.151
"DEU",2013,1285,NA,278,352,NA,71.539,23,1245,228,1017,61.123,355.67,169,5195,1600.67
"DEU",2014,1299,NA,284,350,NA,72.493,23,1275,234,1040,61.973,363.614,176,5352,1638.614
"DEU",2015,1315,NA,291,349,NA,73.187,24,1305,247,1058,62.757,369.648,181,5551,1674.648
"DEU",2016,1339,NA,298,352,NA,73.62,24,1339,257,1082,62.948,376.913,185,5742,1715.913
"DEU",2017,1362,NA,304,347,NA,73.855,24,1380,272,1108,64.379,383.416,188,5878,1763.416
"DNK",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,NA
"DNK",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,NA
"DNK",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA
"DNK",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA
"DNK",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA
"DNK",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,NA
"DNK",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,NA
"DNK",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,NA
"DNK",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,NA
"DNK",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,NA
"DNK",1980,103.156,12.603,6.264,57.583,NA,NA,NA,NA,NA,NA,NA,10.215,NA,351,NA
"DNK",1981,111.123,13.277,6.758,62.786,NA,NA,NA,NA,NA,NA,NA,10.456,NA,363,NA
"DNK",1982,116.639,14.289,7.325,64.767,NA,NA,NA,NA,NA,NA,NA,11.391,NA,383,NA
"DNK",1983,113.38,13.927,7.439,60.915,NA,NA,NA,NA,NA,NA,NA,11.669,NA,386,NA
"DNK",1984,109.923,14.873,8.272,53.525,NA,NA,NA,NA,NA,NA,NA,12.257,NA,379,NA
"DNK",1985,109.86,14.905,8.772,52.255,NA,NA,NA,NA,NA,NA,NA,12.542,NA,388,NA
"DNK",1986,109.114,15.053,9.031,50.814,NA,NA,NA,NA,NA,NA,NA,12.79,NA,394,NA
"DNK",1987,106.61,14.519,9.407,48.073,NA,NA,NA,NA,NA,NA,NA,12.807,NA,406,NA
"DNK",1988,104.275,14.232,9.697,45.416,NA,NA,NA,NA,NA,NA,NA,13.178,NA,427,NA
"DNK",1989,102.119,13.648,9.888,43.55,NA,NA,NA,NA,NA,NA,NA,13.392,NA,429,NA
"DNK",1990,106.094,13.879,10.365,44.898,NA,NA,NA,NA,NA,NA,NA,13.737,NA,444,NA
"DNK",1991,103.735,13.062,10.457,42.813,NA,NA,NA,NA,NA,NA,NA,13.558,NA,440,NA
"DNK",1992,102.994,12.492,10.816,41.257,44.662,4.746,0.915,47.728,0,47.728,2.198,14.697,3.204,442,62.425
"DNK",1993,101.065,11.954,11.163,38.683,47.984,4.751,0.93,48.627,0,48.627,2.256,14.913,3.358,440,63.54
"DNK",1994,103.091,12.665,11.761,38.812,51.786,4.825,1.047,48.688,0,48.688,2.448,15.186,3.436,441,63.874
"DNK",1995,103.745,12.83,12.11,38.253,54.295,4.835,1.078,49.382,0,49.382,2.524,15.374,3.562,438,64.756
"DNK",1996,103.416,12.468,12.407,36.992,57.777,4.859,1.108,50.272,0,50.272,2.478,15.549,3.64,444,65.821
"DNK",1997,101.731,12.119,12.79,34.393,65.118,4.803,1.165,51.408,0,51.408,2.612,15.858,3.98,456,67.266
"DNK",1998,102.712,12.375,13.297,33.591,70.64,4.886,1.223,52.211,0,52.211,2.67,16.323,4.194,469,68.534
"DNK",1999,102.235,12.5,13.456,32.47,74.798,4.84,1.265,52.885,0,52.885,2.706,16.599,4.269,472,69.484
"DNK",2000,103.162,12.833,13.826,31.353,78.865,4.818,1.29,53.773,0,53.773,2.639,16.702,4.487,477,70.475
"DNK",2001,100.961,15.635,18.695,21.513,82.584,4.877,1.363,54.516,0,54.516,2.877,16.963,4.612,487,71.479
"DNK",2002,103.01,16.162,19.077,21.973,84.246,4.837,1.372,55.432,0,55.432,2.924,17.454,4.839,491,72.886
"DNK",2003,102.378,15.454,19.247,21.661,85.466,4.862,1.376,55.163,0,55.163,3.001,17.762,4.999,494,72.925
"DNK",2004,102.247,14.709,19.275,21.074,87.092,4.901,1.389,56.03,0,56.03,2.995,18.579,6.248,493,74.609
"DNK",2005,102.544,14.322,19.398,20.695,90.197,4.908,1.431,56.942,0,56.942,3.134,19.293,6.694,497,76.235
"DNK",2006,104.693,14.271,19.887,21.215,91.329,4.924,1.502,57.349,0,57.349,3.179,19.927,6.881,504,77.276
"DNK",2007,104.713,13.714,20.656,20.737,92.834,4.844,1.539,57.963,0,57.963,3.245,20.296,7.101,507,78.259
"DNK",2008,107.92,14.274,21.34,22.495,93.351,4.772,1.573,58.521,0,58.521,3.249,21.031,7.619,506,79.552
"DNK",2009,113.171,14.769,22.272,23.561,94.835,4.743,1.636,59.69,0,59.69,3.282,21.611,7.946,520,81.301
"DNK",2010,115.257,14.518,22.694,23.795,93.49,4.798,1.689,60.179,0,60.179,3.407,22.081,8.237,523,82.26
"DNK",2011,113.9,13.342,22.624,23.497,92.474,4.716,1.703,60.527,0,60.527,3.453,22.525,8.588,513,83.052
"DNK",2012,114.428,12.487,22.838,23.956,93.344,4.723,1.787,61.127,0,61.127,3.497,22.87,8.815,507,83.997
"DNK",2013,117.291,12.948,23.479,24.543,93.983,4.656,1.881,61.928,0,61.928,3.527,23.166,8.975,511,85.094
"DNK",2014,118.672,12.667,23.818,25.152,95.747,4.577,1.929,62.782,0,62.782,3.573,23.43,9.417,508,86.212
"DNK",2015,118.156,12.188,23.787,24.836,97.411,4.562,1.99,63.495,0,63.495,3.63,23.893,9.741,506,87.388
"DNK",2016,117.952,12.013,23.626,24.467,99.348,4.485,2.062,64.407,0,64.407,3.677,24.447,9.933,506,88.854
"DNK",2017,118.75,11.58,23.498,24.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,NA
"DNK",2018,119.273,10.671,23.195,26.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESP",1990,NA,NA,NA,NA,NA,NA,NA,111.4,0,111.4,NA,87.1,NA,NA,198.5
"ESP",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769.8,NA
"ESP",1996,NA,NA,NA,NA,203.5,NA,NA,136.933,0,136.933,26.667,116.8,NA,769.5,253.733
"ESP",1997,NA,NA,NA,NA,215.733,NA,NA,141.067,0,141.067,27.733,122.333,NA,793.5,263.4
"ESP",1998,NA,NA,NA,NA,224.7,NA,NA,141.1,0,141.1,26.867,125.6,NA,821.3,266.7
"ESP",1999,NA,NA,NA,NA,230.3,NA,NA,144.667,0,144.667,29.2,131.767,NA,847.5,276.434
"ESP",2000,402.493,90.762,21.782,113.07,242.133,NA,NA,152.733,0,152.733,32.833,137.133,NA,882.1,289.866
"ESP",2001,409.655,92.46,23.031,113.739,261.2,NA,NA,167.833,0,167.833,36.367,139.433,NA,888.7,307.266
"ESP",2002,424.162,95.135,24.395,116.668,282.833,NA,NA,178.7,0,178.7,38.033,142.733,NA,924.2,321.433
"ESP",2003,435.302,97.08,26.033,118.47,304.1,NA,NA,191.467,0,191.467,37.633,149.467,NA,992.2,340.934
"ESP",2004,452.588,100.863,27.78,121.884,323.567,NA,NA,195.4,0,195.4,39.433,161.167,NA,1042.2,356.567
"ESP",2005,464.2,102.891,29.678,124.194,345.967,NA,NA,200.067,0,200.067,40.567,167.4,NA,1102.7,367.467
"ESP",2006,482.991,106.843,31.802,127.487,364.067,NA,NA,207.833,0,207.833,44.367,172.9,26.343,1174.8,380.733
"ESP",2007,506.515,110.967,34.512,133.088,382.667,NA,NA,218.833,0,218.833,46.6,172.767,28.72,1215.3,391.6
"ESP",2008,524.706,114.739,36.037,135.353,402.433,NA,NA,232.533,0,232.533,50.6,174.367,31.229,1248.9,406.9
"ESP",2009,535.921,116.21,38.24,135.541,431.567,NA,NA,239.667,0,239.667,48.7,178.6,33.288,1267.7,418.267
"ESP",2010,545.405,118,37.658,137.822,458.7,NA,NA,249,0,249,48.033,186.733,35.63,1309.9,435.733
"ESP",2011,540.208,116.59,37.234,135.07,473.867,NA,NA,254.1,0,254.1,49,191.233,37.48,1329.6,445.333
"ESP",2012,529.914,113.723,36.236,130.542,465.2,NA,NA,256.467,0,256.467,55.1,190.833,38.63,1286.4,447.3
"ESP",2013,526.995,112.548,36.276,129.629,447.5,NA,NA,251.267,0,251.267,58.867,190.933,39.936,1266,442.2
"ESP",2014,538.184,115.307,37.998,131.404,432.233,NA,NA,250.633,0,250.633,62.133,190.8,42.49,1295.9,441.433
"ESP",2015,546.267,116.307,39.343,132.218,434.4,NA,NA,256.033,0,256.033,63.467,193.033,45.054,1316.7,449.066
"ESP",2016,555.36,119.023,40.535,132.338,441.6,NA,NA,266.667,0,266.667,64.267,192.2,48.173,1360.2,458.867
"ESP",2017,563.835,120.11,41.501,135.325,459.6,NA,NA,277.533,0,277.533,60.8,194.367,51.13,1406.3,471.9
"EST",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.01,NA
"EST",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.39,NA
"EST",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.97,NA
"EST",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.69,NA
"EST",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.59,NA
"EST",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.05,NA
"EST",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.71,NA
"EST",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.59,NA
"EST",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.14,NA
"EST",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.13,NA
"EST",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,36.74,NA
"EST",2006,18.49,1.959,1.705,5.544,NA,NA,NA,NA,NA,NA,NA,NA,0.122,35.58,NA
"EST",2007,18.869,2.009,1.73,5.683,NA,NA,NA,NA,NA,NA,NA,NA,0.107,34.13,NA
"EST",2008,19.318,2.696,1.752,5.315,NA,NA,NA,NA,NA,NA,NA,NA,0.245,32.99,NA
"EST",2009,18.681,3.028,1.769,4.58,NA,NA,NA,NA,NA,NA,NA,NA,0.256,32.49,NA
"EST",2010,18.504,3.044,1.811,4.514,NA,NA,NA,NA,NA,NA,NA,NA,0.284,33.8,NA
"EST",2011,18.665,3.321,1.842,4.359,NA,NA,NA,NA,NA,NA,NA,NA,0.307,34.12,NA
"EST",2012,19.38,3.305,2.523,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.353,34.82,NA
"EST",2013,15.245,3.224,3.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376,36.04,NA
"EST",2014,15.378,3.292,3.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.406,37.65,NA
"EST",2015,15.869,3.336,3.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439,38.59,NA
"EST",2016,15.899,3.286,3.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,38.4,NA
"EST",2017,16.114,3.306,3.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,38.15,NA
"FIN",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.3,NA
"FIN",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.6,NA
"FIN",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.9,NA
"FIN",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.3,NA
"FIN",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.3,NA
"FIN",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.1,NA
"FIN",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.9,NA
"FIN",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.8,NA
"FIN",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.6,NA
"FIN",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.1,NA
"FIN",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,NA
"FIN",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.7,NA
"FIN",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.1,NA
"FIN",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.2,NA
"FIN",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.9,NA
"FIN",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.936,8.135,281.4,NA
"FIN",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.287,8.531,287.3,NA
"FIN",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.54,9.048,292.4,NA
"FIN",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.771,9.484,294.7,NA
"FIN",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28,9.784,297.2,NA
"FIN",2000,81.955,11.594,8.356,28.823,103.123,4.585,3.18,NA,NA,NA,6.815,14.807,10.088,303,NA
"FIN",2001,NA,NA,NA,NA,106.056,4.56,3.195,NA,NA,NA,6.97,14.854,10.386,312.9,NA
"FIN",2002,NA,NA,NA,NA,109.337,4.51,3.285,NA,NA,NA,7,15.077,10.681,319.7,NA
"FIN",2003,NA,NA,NA,NA,111.972,4.445,3.345,NA,NA,NA,7.175,15.271,10.896,323.2,NA
"FIN",2004,91.32,12.277,9.42,30.1,113.912,4.43,3.385,NA,NA,NA,7.33,15.469,11.113,327.8,NA
"FIN",2005,91.608,11.922,9.786,29.725,116.286,4.455,3.93,NA,NA,NA,7.43,15.731,11.29,333.9,NA
"FIN",2006,93.343,12.132,10.097,30.011,119.782,4.38,3.837,NA,NA,NA,7.515,15.971,11.987,339.1,NA
"FIN",2007,93.489,12.944,10.319,28.968,125.17,4.425,3.802,NA,NA,NA,7.51,16.079,12.193,344.3,NA
"FIN",2008,94.81,13.304,10.07,29.103,129.556,4.386,3.735,NA,NA,NA,7.711,16.287,12.438,355.4,NA
"FIN",2009,94.741,12.647,10.09,28.923,131.323,4.416,3.745,NA,NA,NA,7.777,16.487,12.637,362.1,NA
"FIN",2010,95.99,12.969,12.084,26.182,135.172,4.592,3.745,NA,NA,NA,7.826,17.52,12.835,364.3,NA
"FIN",2011,96.156,13.935,11.24,26.009,140.044,4.586,3.689,NA,NA,NA,7.873,17.589,13.156,373.2,NA
